title,price,property_type,location,publication_date,link,city
Appartement  a enkhilett,680.0,Appartement,Cite Ennkhilet,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3358893,Cite Ennkhilet
Appart s 1 cité nasr non,900.0,Appartement,Cite Ennasr 2,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3366622,Cite Ennasr 2
Un appartement s2 au 3éme éta,500.0,Appartement,Le Bardo,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376094,Le Bardo
Villa moderne à afh nabe,590000.0,Villa,Nabeul,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376090,Nabeul
Appartement gammarth village,1350.0,Appartement,Gammart,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376089,Gammart
Bureau s2 a monplais,1750.0,Appartement,Kheireddine Pac,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376087,Kheireddine Pac
S2 avec grande terrasse,1500.0,Appartement,Cite Ennasr 2,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376086,Cite Ennasr 2
Dar kraa bon offre,250.0,Autre,Sfax,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376085,Sfax
Terrain clôturé de 462m2,120000.0,Terrain,Kerkouane,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3374583,Kerkouane
Ter  721m2  autre  900m2  a v,252000.0,Autre,Borj Touil,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3331863,Borj Touil
Vt964appartements  à cit,175000.0,Appartement,Kelibia,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376084,Kelibia
Vt965villa avec piscine,480000.0,Villa,Ezzahra,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376082,Ezzahra
Vt974maison 2200  m2 à b,220000.0,Maison,El Haouaria,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375762,El Haouaria
Un bureau au lac 2 mbl04,4000.0,Autre,Berge Du Lac,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376080,Berge Du Lac
Offre d'investisement im,700000.0,Autre,Hammam Sousse,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3369772,Hammam Sousse
Immeuble d'investissement à b,1200000.0,Autre,Cite Jaouhara,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3059360,Cite Jaouhara
Villa s4 à la marsa vill,3500.0,Villa,Marsa Ennassim,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376078,Marsa Ennassim
Appart s1 coeur de p,1100.0,Appartement,Cite Ennasr 2,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376077,Cite Ennasr 2
S plus 1 meuble jardins,1550.0,Autre,Jardins de Cart,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3368491,Jardins de Cart
Investissement terrain magiqu,1839500.0,Terrain,Hammam Jebli,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376069,Hammam Jebli
Appartement s2 meublé à,2250.0,Appartement,Sidi Bousaid,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376068,Sidi Bousaid
Local zarhena à char,7000.0,Autre,El Charguia,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376066,El Charguia
Un bureau en s0 mbl0488,1000.0,Autre,Berge Du Lac,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376065,Berge Du Lac
Opportunité de terrain pour l,2575000.0,Terrain,Kelibia,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376064,Kelibia
Appartement meublé avec,2300.0,Appartement,Marsa Ennassim,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376063,Marsa Ennassim
Affaire de 1000 mètre ca,63000.0,Autre,El Haouaria,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376062,El Haouaria
Un bureau en h2 à la sou,1100.0,Autre,Berge Du Lac,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376060,Berge Du Lac
S2 sahloul prés hopital,800.0,Appartement,Sousse,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376056,Sousse
2 appartements ouardia,700.0,Appartement,Cite Mohamed Al,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376054,Cite Mohamed Al
S2 rdc a sahloul,800.0,Appartement,Sousse,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376052,Sousse
Un open space avec un bu,2500.0,Autre,Berge Du Lac,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376050,Berge Du Lac
Terrain de 980 mètre carré a,1470000.0,Terrain,Ezzahra,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376045,Ezzahra
Bonne affaire de 745 mètre ca,1266500.0,Autre,Hammam El Gheza,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376044,Hammam El Gheza
Un bureau en h9  au lac,4000.0,Autre,Berge Du Lac,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376043,Berge Du Lac
Une belle villa à hammam,1050000.0,Villa,Hammamet,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376041,Hammamet
Bonne affaire de 1000 mè,90000.0,Autre,Tamazrat,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376040,Tamazrat
Bonneaffaire de 2020 mètre ca,2020000.0,Autre,El Haouaria,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376035,El Haouaria
Bonne occasion de 2020 mètre,2020000.0,Autre,El Haouaria,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376034,El Haouaria
Terrain de 990 mètre carré au,792000.0,Terrain,Dar Allouche,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376033,Dar Allouche
Duplex avec jardin dans,1800.0,Autre,Hammamet,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376030,Hammamet
Appart s3 hyma à mou,175000.0,Appartement,Residence Zahre,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3353904,Residence Zahre
Villa oktavi à ezzahra,700000.0,Villa,Ezzahra,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376029,Ezzahra
Un appartement s3 à mana,1200.0,Appartement,El Manar 1,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376026,El Manar 1
Terrain titre collectif de vo,63000.0,Terrain,Tamazrat,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376025,Tamazrat
Un étage de villa s2 à m,900.0,Appartement,El Menzah 9,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376023,El Menzah 9
Terrain 226m et local 18,220000.0,Terrain,Akouda,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3174525,Akouda
Villa bergenie ref v2706,980000.0,Villa,Hammamet,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3353149,Hammamet
Villa silene ref v2582,1250000.0,Villa,Hammamet,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3353142,Hammamet
Terrain bali hammame,337760.0,Terrain,Hammamet,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3352880,Hammamet
Villa bali hammamet,1100000.0,Villa,Hammamet,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3352865,Hammamet
Villa menzah 5 ref v1335,980000.0,Villa,El Menzah 5,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3353183,El Menzah 5
Terrain de vocation agricole,1980000.0,Terrain,Kerkouane,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376020,Kerkouane
Terrain de villa syn,400000.0,Villa,Bizerte,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3353916,Bizerte
Affaire à ne pas rater de 945,2362500.0,Autre,Kelibia,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376019,Kelibia
Villa shayk béja nou,395000.0,Villa,Beja,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3354558,Beja
Bureaux lux openspace avec fi,3000.0,Autre,Montplaisir,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3281260,Montplaisir
Offre spécial de 1000 mè,90000.0,Autre,Hammam Jebli,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376018,Hammam Jebli
Un rdc de villa en s1 à,850.0,Appartement,El Manar 1,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376017,El Manar 1
Pour investissement touristiq,1750000.0,Autre,Tamazrat,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376015,Tamazrat
Un joli étage de villa s,1300.0,Villa,Jardins d'el Me,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376014,Jardins d'el Me
Terrain de villa ghy,390000.0,Villa,Hammam El Gheza,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3357600,Hammam El Gheza
Immeuble ramousa à ezzah,750000.0,Autre,Ezzahra,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376013,Ezzahra
Offre de 880 mètre carré a ha,1144000.0,Autre,Hammam Jebli,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376012,Hammam Jebli
Terrain collectif agrico,63000.0,Terrain,Hammam Jebli,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376011,Hammam Jebli
S3 haut standing a m,336000.0,Appartement,El Mourouj,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3367773,El Mourouj
Maison à medina jadida,400.0,Maison,Nouvelle Medina,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376000,Nouvelle Medina
Lo1727 s3 à kheireddine,1400.0,Appartement,Kheireddine,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375998,Kheireddine
Investissement de terrain agr,840000.0,Terrain,Ezzahra,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375994,Ezzahra
Villa la cascade,3000.0,Villa,Hammamet,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3342607,Hammamet
Villa donia,2500.0,Villa,Hammamet,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3243595,Hammamet
Terrain de vocation agricole,1725500.0,Terrain,Hammam El Gheza,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375992,Hammam El Gheza
Coquet espace bureautiqu,1200.0,Autre,Megrine Coteau,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375991,Megrine Coteau
Appartement,120000.0,Appartement,Borj Louzir,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3372576,Borj Louzir
Immeuble zahra raoue,135000.0,Autre,Raoued,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375987,Raoued
Investir un terrain agricole,90000.0,Terrain,Hammam El Gheza,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375985,Hammam El Gheza
S1  wahat  tel 52156061,1050.0,Appartement,Ain Zaghouan,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375982,Ain Zaghouan
Occasion à saisir villa,1200000.0,Villa,Sousse Khezama,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3337365,Sousse Khezama
Offre spéciale de terrain a e,818000.0,Terrain,El Haouaria,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375981,El Haouaria
Offre spéciale a el haouaria,818000.0,Autre,El Haouaria,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375980,El Haouaria
Offre a el haouaria pour inve,818000.0,Autre,El Haouaria,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375978,El Haouaria
Offre de 840 mètre carré a da,672000.0,Autre,Dar Allouche,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375974,Dar Allouche
S2 à ain zaghouan,1400.0,Appartement,Ain Zaghouan,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3372536,Ain Zaghouan
S1 à la soukra park,1000.0,Appartement,La Soukra,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3374884,La Soukra
Cité la gazelle joli app,1200.0,Autre,Cite El Ghazala,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3352123,Cite El Ghazala
Didponible appartement m,1100.0,Appartement,Cite El Mhiri,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375968,Cite El Mhiri
Menzah 7 agréable étage,1499.0,Autre,El Menzah 7,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3374495,El Menzah 7
Appartement s1 meublé à,2050.0,Appartement,Marsa Ennassim,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375967,Marsa Ennassim
Appartements haut standi,300.0,Appartement,El Mourouj,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375966,El Mourouj
Pour investir au cap bon,63000.0,Autre,Hammam El Gheza,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375965,Hammam El Gheza
Terrain constructible à,471750.0,Terrain,Beni Khiar,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3296744,Beni Khiar
Opportunité magnifique,63000.0,Autre,Ezzahra,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3340719,Ezzahra
Profiter un terrain de 1,63000.0,Terrain,Ezzahra,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3353091,Ezzahra
Occasion de terrain magique d,1260000.0,Terrain,Kerkouane,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375962,Kerkouane
Terrain agricole maz,3600000.0,Terrain,Sidi Aich,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3356431,Sidi Aich
Appartement situé à lafa,247000.0,Appartement,Tunis Belvedere,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375960,Tunis Belvedere
Investissement terrain de 694,1735000.0,Terrain,Kelibia,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375959,Kelibia
Un terrain avec façade s,90000.0,Terrain,Kelibia,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375957,Kelibia
Terrain avec façade sur mer p,1500000.0,Terrain,Tamazrat,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375953,Tamazrat
Occasion de 907 mètre carré a,1179100.0,Autre,Hammam Jebli,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375948,Hammam Jebli
Terrain de 1000 mètre ca,63000.0,Terrain,Kelibia,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375947,Kelibia
Terrain agricole anh,421440.0,Terrain,Bizerte,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3356418,Bizerte
Appartement gino,1600.0,Appartement,Hammamet,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3329961,Hammamet
Appartement justine,1300.0,Appartement,Hammamet,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3352559,Hammamet
Maison ninette,1600.0,Maison,Hammamet,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3353134,Hammamet
Un terrain de vocation agrico,967500.0,Terrain,Ezzahra,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375943,Ezzahra
Terrain villa orkida,120000.0,Villa,Bou Hanech,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3355181,Bou Hanech
Terrain de vocation agricole,967500.0,Terrain,Ezzahra,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375942,Ezzahra
Terrain villa amaya,1054000.0,Villa,Marsa Ennassim,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3355173,Marsa Ennassim
Spacieux s1 meublé à la,1400.0,Appartement,Sidi Daoud,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375940,Sidi Daoud
Un terrain de 600 mètre carré,1020000.0,Terrain,Hammam El Gheza,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375939,Hammam El Gheza
Appartement meublé a l'ariana,670.0,Appartement,Ariana,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375524,Ariana
Fonds fiat à ben arous,220000.0,Autre,Ben Arous,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375937,Ben Arous
Occasion d investissemen,63000.0,Autre,Hammam Jebli,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3348997,Hammam Jebli
Un terrain agricole avec,90000.0,Terrain,Ezzahra,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375935,Ezzahra
Appartement nord hilton,1200.0,Appartement,Mutuelle Ville,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375934,Mutuelle Ville
Terrain agricole avec vue imp,1073000.0,Terrain,El Haouaria,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375933,El Haouaria
Terrain 1150 mètre carré a da,920000.0,Terrain,Dar Allouche,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375932,Dar Allouche
S3 à soukra près de hama,950.0,Appartement,La Soukra,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375930,La Soukra
Appartement pour étrangé,1100.0,Appartement,Montplaisir,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3366299,Montplaisir
Villa emara à hammam lin,170000.0,Villa,Hammam Lif,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375929,Hammam Lif
Bureau à manar 2,1400.0,Autre,El Manar 2,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375926,El Manar 2
Investir 1000 mètre carré a e,63000.0,Autre,Ezzahra,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375924,Ezzahra
Terrain 1600 mètre carré a ke,960000.0,Terrain,Kerkouane,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375921,Kerkouane
Terrain magique avec façade s,1950000.0,Terrain,Kelibia,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375919,Kelibia
Appartement haut standin,280.0,Appartement,Bizerte,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3373745,Bizerte
Investir a dar allouche,90000.0,Autre,Dar Allouche,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375918,Dar Allouche
S1 rdc ariana,180000.0,Appartement,Cite Ennkhilet,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3374616,Cite Ennkhilet
Appartement cité mahraje,1400.0,Appartement,Cite El Mahraje,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375915,Cite El Mahraje
Terrain agricole 2000 mètre c,1000000.0,Terrain,Tamazrat,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375914,Tamazrat
Immeuble rawand à la nou,1100000.0,Autre,Nouvelle Medina,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375912,Nouvelle Medina
Appartement  cité olympi,1100.0,Appartement,Cite Oplympique,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375910,Cite Oplympique
Meilleur offre a hammam jebli,1586000.0,Autre,Hammam Jebli,17/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375909,Hammam Jebli
